content_id,account_id,visite_time,lead_pay_visitor_ids
9423104788254,74827826668008,20230723,
15336974092550,95063575145,20230728,
15336974092550,95063575145,20230727,
7824238035684,4554810568,20230729,
7824238035684,4554810568,20230728,
22175525888729,29353361739,20230730,
22175525888729,29353361739,20230731,
9916029787335,97891113355,20230806,
9916029787335,97891113355,20230807,
7384627259776,57367221516878,20230808,
7384627259776,57367221516878,20230807,
27588144731370,249787792554,20230809,
27588144731370,249787792554,20230808,
24498616786386,65689861342,20230809,
24498616786386,65689861342,20230810,
4564557696720,5708393104,20230810,
4564557696720,5708393104,20230811,
23727907893548,10450389066,20230812,
23727907893548,10450389066,20230813,
204313832967,688054930,20230515,
17661032629840,85918237680,20230520,
17661032629840,85918237680,20230519,
20664386108604,258977274780,20230602,
20664386108604,258977274780,20230601,
2736520497051,9421019498,20230603,
2736520497051,9421019498,20230604,
19458913374747,174906938976,20230605,
19458913374747,174906938976,20230606,
16233246135552,268659278208,20230607,
16233246135552,268659278208,20230606,
10960483719890,107986567489,20230609,
10960483719890,107986567489,20230608,
25826550262700,2132640100,20230611,
25826550262700,2132640100,20230612,
17788349271588,149697663789464,20230618,
17788349271588,149697663789464,20230619,
9167256030784,131161533338,20230702,
9167256030784,131161533338,20230703,
7060062610900,69032384096,20230707,
7060062610900,69032384096,20230708,
15288325184496,148240448048,20230711,
15288325184496,148240448048,20230712,
6852303081375,55198086160150,20230715,
6852303081375,55198086160150,20230714,
9440795386088,2070019110,20230723,
9440795386088,2070019110,20230724,
15343084020550,5194081805,20230728,
15343084020550,5194081805,20230727,
7814090038692,7024094700,20230727,
7814090038692,7024094700,20230728,
200359182025,23302707,20230515,
17699337327600,53947691360,20230521,
17699337327600,53947691360,20230520,
18977097874896,48334620600,20230523,
18977097874896,48334620600,20230524,
2835846677180,11738259423,20230611,
2835846677180,11738259423,20230612,
19973422485324,26441494541,20230614,
19973422485324,26441494541,20230613,
17004984522048,54059253504,20230626,
17004984522048,54059253504,20230625,
11438662516824,5028541088,20230626,
11438662516824,5028541088,20230625,
26765970186700,40266202400,20230629,
26765970186700,40266202400,20230630,
18418247353028,144857750108,20230706,
18418247353028,144857750108,20230707,
9222006295316,1605808610,20230707,
9222006295316,1605808610,20230706,
7100699677656,18501686762,20230711,
7100699677656,18501686762,20230712,
15361988412008,123562653076912,20230715,
15361988412008,123562653076912,20230716,
6897477897500,44521546725,20230719,
6897477897500,44521546725,20230718,
9385174690208,75085391108148,20230720,
9385174690208,75085391108148,20230719,
15264541525365,15236388750,20230724,
15264541525365,15236388750,20230723,
7833873358444,30171868440,20230729,
7833873358444,30171868440,20230730,
218262927851,2024780717,20230516,
218262927851,2024780717,20230517,11902071
17691801127520,328315356480,20230519,
17691801127520,328315356480,20230520,
19330023531588,4958380980,20230525,
19330023531588,4958380980,20230526,
2540589706138,30481709423,20230526,
2540589706138,30481709423,20230527,
17850809075946,12990205921,20230527,
17850809075946,12990205921,20230528,
14986166084928,49925229632,20230527,
14986166084928,49925229632,20230528,
11187163408786,75658262855,20230615,
11187163408786,75658262855,20230614,
26203088028200,6611067000,20230619,
26203088028200,6611067000,20230620,
17872341720280,206500935960,20230621,
17872341720280,206500935960,20230620,
8964773446908,30106509482,20230623,
8964773446908,30106509482,20230622,
6866198005836,23946170222,20230622,
6866198005836,23946170222,20230623,
14854042499016,123241036572976,20230624,
14854042499016,123241036572976,20230623,
6655917752450,57295910400,20230626,
6655917752450,57295910400,20230625,
9058450033082,2730835528,20230627,
9058450033082,2730835528,20230626,
14842855672810,6961699745,20230703,
14842855672810,6961699745,20230702,
7563670086280,23102024736,20230703,
7563670086280,23102024736,20230704,
21550964615155,178018050002,20230710,
21550964615155,178018050002,20230711,
9588110492590,147856079175,20230715,
9588110492590,147856079175,20230714,
7316112372972,106898018526,20230801,
7316112372972,106898018526,20230802,
27670364378777,215520765126,20230810,
27670364378777,215520765126,20230811,
228221210319,765054113,20230524,
228221210319,765054113,20230525,
18381911810560,189705621440,20230525,
18381911810560,189705621440,20230526,
21186630219972,3549754404,20230606,
21186630219972,3549754404,20230605,
2812256211633,41731589141,20230610,
2812256211633,41731589141,20230609,
20237420757708,154870513567,20230620,
20237420757708,154870513567,20230621,
16850396454656,46791812864,20230621,
16850396454656,46791812864,20230622,
11642687116887,44893499711,20230706,
11642687116887,44893499711,20230705,1176241011
27177744866300,295488661000,20230708,
27177744866300,295488661000,20230707,
18509901168396,119645624980,20230710,
18509901168396,119645624980,20230709,
9351588878786,78712122892,20230717,
9351588878786,78712122892,20230716,
7196317241750,53531265918,20230721,
7196317241750,53531265918,20230722,1149139811
15668969807288,39208405264,20230730,
15668969807288,39208405264,20230729,
6995594215325,67719147975,20230730,
6995594215325,67719147975,20230729,
9545337654080,30384987400,20230731,
9545337654080,30384987400,20230801,
15731573363935,173734994895,20230813,
15731573363935,173734994895,20230814,
205298816103,1774807577,20230515,
17604602219760,24064051920,20230519,
17604602219760,24064051920,20230518,
19878072309312,184873521386148,20230530,
19878072309312,184873521386148,20230529,
2760275057210,22124359081,20230605,
2760275057210,22124359081,20230604,
19779504580528,165693623942,20230610,
19779504580528,165693623942,20230611,
17267035439296,2380241536,20230702,
17267035439296,2380241536,20230703,
11641240576419,8079585491,20230706,
11641240576419,8079585491,20230705,
27074284654800,399816323200,20230705,
27074284654800,399816323200,20230706,
18481918019400,74532477664,20230708,
18481918019400,74532477664,20230707,
9306077050802,23031635428,20230713,
9306077050802,23031635428,20230714,
7128475079388,15851492644,20230714,
7128475079388,15851492644,20230715,
15728972254240,101910491144,20230801,
15728972254240,101910491144,20230731,
7060614358050,55014414726125,20230805,
7060614358050,55014414726125,20230804,
9702428639582,25142279200,20230810,
9702428639582,25142279200,20230811,
219561008116,572698061,20230518,
219561008116,572698061,20230519,
17660074630560,11151525520,20230520,
17660074630560,11151525520,20230519,
18985587874512,186087731844,20230523,
18985587874512,186087731844,20230524,
2534442017371,29485488164,20230525,
2534442017371,29485488164,20230526,
18880277294494,127583504510,20230602,
18880277294494,127583504510,20230601,
15984196594496,56367008128,20230604,
15984196594496,56367008128,20230603,
10794335010981,5966280100,20230605,
10794335010981,5966280100,20230604,
25428684741800,49059174800,20230608,
25428684741800,49059174800,20230607,
18140291805112,150054196978372,20230627,
18140291805112,150054196978372,20230628,
9148816462284,99494312948,20230701,
9148816462284,99494312948,20230702,
7070968609302,80079744368,20230709,
7070968609302,80079744368,20230708,
15256511972520,968473293032,20230709,
15256511972520,968473293032,20230710,
6846337595825,63183650375,20230713,
6846337595825,63183650375,20230714,
9312494527750,75036631513464,20230714,
9312494527750,75036631513464,20230715,
15136109588875,23427930295,20230718,
15136109588875,23427930295,20230717,
7910430938480,24448365340,20230804,
7910430938480,24448365340,20230805,
220838621991,2417738011,20230520,
220838621991,2417738011,20230519,
17959287466480,235675240800,20230523,
17959287466480,235675240800,20230522,
19370977078068,235966525788,20230527,
19370977078068,235966525788,20230526,
2797957466480,41731589141,20230607,
2797957466480,41731589141,20230608,
20521260532927,5425792218,20230626,
20521260532927,5425792218,20230627,
17136847508480,218759603264,20230630,
17136847508480,218759603264,20230629,
11519406186547,33613115953,20230701,
11519406186547,33613115953,20230630,
27034476139200,257115597700,20230704,
27034476139200,257115597700,20230703,
18670847180556,202776303348,20230716,
18670847180556,202776303348,20230717,
9365592788450,23129088948,20230718,
9365592788450,23129088948,20230717,
7205365957036,21875599200,20230723,
7205365957036,21875599200,20230722,
15973336740312,95146905448,20230810,
15973336740312,95146905448,20230809,
7143273037300,55240362067475,20230812,
7143273037300,55240362067475,20230811,
217752636800,2445738864,20230516,
217752636800,2445738864,20230517,
17668814891520,10351007120,20230519,
17668814891520,10351007120,20230520,
18694988196108,342670482420,20230521,
18694988196108,342670482420,20230522,
2700608093106,275397166,20230601,
2700608093106,275397166,20230602,
19490196277398,1081688685,20230607,
19490196277398,1081688685,20230606,
16603292942912,141209593985280,20230614,
16603292942912,141209593985280,20230615,
11230573625518,110458065632,20230618,
11230573625518,110458065632,20230617,
26738808759200,12064559500,20230629,
26738808759200,12064559500,20230628,
18206353957908,278561015700,20230629,
18206353957908,278561015700,20230630,
9209017086922,35202912452,20230705,
9209017086922,35202912452,20230706,
7049260309676,8369260120,20230706,
7049260309676,8369260120,20230707,
15281240485672,130522845712,20230711,
15281240485672,130522845712,20230712,
6872862139250,16224858150,20230716,
6872862139250,16224858150,20230717,
9440785001332,29806654166,20230724,
9440785001332,29806654166,20230723,
15342860756190,4782288720,20230728,
15342860756190,4782288720,20230727,
7836175878076,49265845580,20230730,118111041
7836175878076,49265845580,20230729,19332851
221637694247,1768894793,20230520,
221637694247,1768894793,20230521,
18470083512160,326352840400,20230527,
18470083512160,326352840400,20230526,
20187607734924,285232114272,20230531,
20187607734924,285232114272,20230601,
2700564174616,30856844414,20230601,
2700564174616,30856844414,20230602,
19642768424510,31743053958,20230608,
19642768424510,31743053958,20230609,
16334312139136,26485551488,20230610,
16334312139136,26485551488,20230609,
11006886531512,104529705598,20230609,
11006886531512,104529705598,20230610,
25833988564200,37466271000,20230612,
25833988564200,37466271000,20230611,
17721410588048,1578488012,20230617,
17721410588048,1578488012,20230616,
9185487092244,31564537466,20230704,
9185487092244,31564537466,20230703,
7167891110458,57412889435538,20230719,
7167891110458,57412889435538,20230718,
15504188074760,58609964504,20230722,
15504188074760,58609964504,20230721,
6942923403775,19746946875,20230723,
6942923403775,19746946875,20230724,
9471423887234,3977208888,20230726,
9471423887234,3977208888,20230727,
15332810483265,91674296560,20230727,
15332810483265,91674296560,20230726,
7814624907936,61304587036,20230729,
7814624907936,61304587036,20230728,
22146356447443,266119051057,20230731,
22146356447443,266119051057,20230730,
9857368470250,9026516870,20230802,
9857368470250,9026516870,20230803,
7356936441062,103995535436,20230806,
7356936441062,103995535436,20230805,
27650424278509,25485119430,20230809,"158147501,1020833711,10715511,11861661,1901904101,118887351,127367341,1149113511"
27650424278509,25485119430,20230810,"102772121,1808117171,151116111,1165854671,1486101911,103460461,1150614881,1135401661,1981555741"
24577554703746,57568007238,20230813,
24577554703746,57568007238,20230812,
221377883549,1060966373,20230520,
221377883549,1060966373,20230521,
17976860447440,2612167040,20230522,
17976860447440,2612167040,20230523,
20075119073940,276953257476,20230531,
20075119073940,276953257476,20230530,
2749689070909,3521073798,20230604,
2749689070909,3521073798,20230603,
19561682236096,167170597671,20230608,
19561682236096,167170597671,20230607,
17104394340864,921191040,20230629,
17104394340864,921191040,20230628,
11642134923658,16315834688,20230706,
11642134923658,16315834688,20230705,
27201392765900,367466816500,20230708,
27201392765900,367466816500,20230709,
18580626458728,247476969056,20230712,
18580626458728,247476969056,20230713,
9488074419050,25247347564,20230727,
9488074419050,25247347564,20230728,
7256525452332,11308966500,20230729,
7256525452332,11308966500,20230728,
15788568898872,117092848656,20230804,
15788568898872,117092848656,20230803,
7063967075450,22724836350,20230805,
7063967075450,22724836350,20230804,
9655504869628,5348918624,20230808,
9655504869628,5348918624,20230807,
15637601470920,105282260820,20230809,
15637601470920,105282260820,20230808,
7992565901628,4657264416,20230812,
7992565901628,4657264416,20230811,
22556516099671,66087638099,20230811,
22556516099671,66087638099,20230812,
212082820465,2802835200,20230516,
212082820465,2802835200,20230515,
17067258694160,1864216560,20230515,
17067258694160,1864216560,20230516,
20046015438456,147797536740,20230530,
20046015438456,147797536740,20230531,
2778277063188,18363015583,20230606,
2778277063188,18363015583,20230605,
19585874089936,150705554461,20230608,
19585874089936,150705554461,20230607,
16381896137984,102299203520,20230610,
16381896137984,102299203520,20230609,
11235851997165,12879896855,20230618,
11235851997165,12879896855,20230617,
26201094022100,241492937700,20230619,
26201094022100,241492937700,20230620,
17857776595668,183763966496,20230620,
17857776595668,183763966496,20230621,
9035189541818,66927605184,20230625,
9035189541818,66927605184,20230626,
7042456708430,72879676480,20230707,
7042456708430,72879676480,20230706,
15283059132768,51543227680,20230712,
15283059132768,51543227680,20230711,
6830897458300,40925757750,20230712,
6830897458300,40925757750,20230713,
9318261795770,10189601066,20230715,
9318261795770,10189601066,20230714,
15086545053030,153698782930,20230715,
15086545053030,153698782930,20230716,
7747344873940,49265845580,20230722,
7747344873940,49265845580,20230721,
21969072441425,58804927272,20230725,
21969072441425,58804927272,20230726,
9744679035420,82322546950,20230726,
9744679035420,82322546950,20230725,
7250553534172,77952636060,20230728,
7250553534172,77952636060,20230727,
27131460640406,211290134667,20230730,
27131460640406,211290134667,20230729,
24235984282780,238387100150,20230802,1484891111
24235984282780,238387100150,20230803,
4515481442912,12503568128,20230805,
4515481442912,12503568128,20230804,
23469975340588,33898196000,20230806,
23469975340588,33898196000,20230805,
7359461792384,18619809156,20230807,
7359461792384,18619809156,20230806,
27781032682048,63542747293,20230815,
209994895873,735752749,20230516,
209994895873,735752749,20230515,
18428157630000,140759558800,20230525,
18428157630000,140759558800,20230526,
19857787250616,140226664452,20230530,
19857787250616,140226664452,20230529,
2611163431899,44873515555,20230531,
2611163431899,44873515555,20230530,
19483862167154,313060519695,20230606,
19483862167154,313060519695,20230607,
16714702565504,149736526912,20230618,
16714702565504,149736526912,20230617,
11308669395446,82736499821,20230621,
11308669395446,82736499821,20230622,
26351534231300,39389698500,20230622,
26351534231300,39389698500,20230621,
18093879187452,9619168276,20230625,
18093879187452,9619168276,20230626,
9061668518880,7112012390,20230628,
9061668518880,7112012390,20230627,
6964021590604,6944101398,20230630,
6964021590604,6944101398,20230701,
15070602289904,123269736407216,20230701,
15070602289904,123269736407216,20230702,
6784419357575,51872231300,20230707,
6784419357575,51872231300,20230708,
9245057753832,54193836886,20230709,
9245057753832,54193836886,20230708,
15003383942140,16826837500,20230711,
15003383942140,16826837500,20230710,
7650161893528,64814089480,20230712,
7650161893528,64814089480,20230713,
21825434145542,174336345970737,20230719,
21825434145542,174336345970737,20230720,
9674295390585,57858609655,20230721,
9674295390585,57858609655,20230720,
7227953091060,277917614,20230724,
7227953091060,277917614,20230725,
27408444910877,271069644740,20230805,
27408444910877,271069644740,20230804,
24470126488376,160186918568,20230808,
24470126488376,160186918568,20230809,
4567233389696,42051020096,20230811,
4567233389696,42051020096,20230812,
23708490681486,11782510929,20230812,
23708490681486,11782510929,20230811,
7441207884942,57216822159224,20230815,
7441207884942,57216822159224,20230814,
27763682438518,197294672415,20230815,146118581
27763682438518,197294672415,20230814,
27191757573265,209913375856405,20230815,
27191757573265,209913375856405,20230814,
10591176014245,90012000786,20230815,
225532079079,3511914568,20230523,
225532079079,3511914568,20230524,
18409728973040,140759558800,20230525,
18409728973040,140759558800,20230526,
19876820225220,191529392124,20230529,
19876820225220,191529392124,20230530,
2766210336362,3920168186,20230606,
2766210336362,3920168186,20230605,
19466058649884,142841098015,20230607,
19466058649884,142841098015,20230606,
16626168408832,6236256640,20230615,
16626168408832,6236256640,20230614,
11232665230658,7510739609,20230618,
11232665230658,7510739609,20230617,
27657860442800,84041158900,20230720,
27657860442800,84041158900,20230721,
18818340896944,137661859888,20230721,
18818340896944,137661859888,20230722,
9437219617546,22996652930,20230724,
9437219617546,22996652930,20230723,
7244367741598,9133734428,20230726,
7244367741598,9133734428,20230727,
15743610465128,197802503864,20230801,
15743610465128,197802503864,20230802,
7131082691025,2762599175,20230810,
7131082691025,2762599175,20230811,
9715489687528,74820343646326,20230813,
9715489687528,74820343646326,20230812,
15725081628850,7807687965,20230813,
15725081628850,7807687965,20230814,
8013389667472,61868547089188,20230814,
8013389667472,61868547089188,20230815,
22627106591462,37932741831,20230815,
218370275086,2486091569,20230518,
218370275086,2486091569,20230517,
17558571039200,66432890000,20230519,
17558571039200,66432890000,20230518,
20070104015976,94840847136,20230531,
20070104015976,94840847136,20230530,
2756411396134,22901430123,20230605,
2756411396134,22901430123,20230604,
19624329675489,14710730496,20230608,
19624329675489,14710730496,20230609,
16444938010112,164273758592,20230611,
16444938010112,164273758592,20230610,
11126804389454,2708949819,20230613,
11126804389454,2708949819,20230612,
26115208341300,280283520000,20230617,
26115208341300,280283520000,20230618,
17929313072144,149688165571768,20230623,
17929313072144,149688165571768,20230622,
9014790093876,23315186622,20230623,
9014790093876,23315186622,20230624,
6926525026538,58840292472,20230627,
6926525026538,58840292472,20230626,
14948862566568,968428595680,20230628,
14948862566568,968428595680,20230627,
6757359954325,74514228925,20230703,
6757359954325,74514228925,20230704,
9271566333470,95547487650,20230711,
9271566333470,95547487650,20230710,
15009521332080,3487993520,20230711,
15009521332080,3487993520,20230712,
7665134805468,20501583004,20230714,
7665134805468,20501583004,20230713,
21871622360513,264770194471,20230722,
21871622360513,264770194471,20230721,
9706923135105,16723170240,20230722,
9706923135105,16723170240,20230723,
7220298546656,9018737832,20230724,
7220298546656,9018737832,20230723,
27222622840130,7126221982,20230731,
27222622840130,7126221982,20230730,
205481923970,737313293,20230515,
18148435670560,302574159200,20230524,
18148435670560,302574159200,20230523,
19393936894080,76933505880,20230526,
19393936894080,76933505880,20230527,
2607421842817,7428757325,20230530,
2607421842817,7428757325,20230529,
19580319328416,169931546411165,20230607,
19580319328416,169931546411165,20230608,
17528263613696,155319490368,20230714,
17528263613696,155319490368,20230715,
11796243595028,15891558418,20230716,
11796243595028,15891558418,20230715,
28414473267900,78755794700,20230808,
28414473267900,78755794700,20230807,
220465510982,912774791,20230518,
220465510982,912774791,20230519,
17676209325920,9259433440,20230520,
17676209325920,9259433440,20230519,
19334446697076,59282754384,20230525,
19334446697076,59282754384,20230526,
2635871569716,44873515555,20230530,
2635871569716,44873515555,20230531,
18527097555736,56926216886,20230601,
18527097555736,56926216886,20230531,
15557858640128,22800657984,20230531,
15557858640128,22800657984,20230601,
10464975773703,94338018888,20230531,
10464975773703,94338018888,20230601,
24683761198300,175949448500,20230601,
24683761198300,175949448500,20230602,
17096882916088,35329869404,20230606,
17096882916088,35329869404,20230605,
8787699391608,142654995610,20230612,
8787699391608,142654995610,20230613,
6820738057900,10654967856,20230619,
6820738057900,10654967856,20230620,
14865482576952,207497027248,20230625,
14865482576952,207497027248,20230624,
6662757999800,82586572825,20230626,
6662757999800,82586572825,20230627,
9088279104842,17358379584,20230628,
9088279104842,17358379584,20230629,
14752720592500,98669283295,20230630,
14752720592500,98669283295,20230701,
7578120008256,63147552636,20230705,
7578120008256,63147552636,20230706,
21472369118065,308281614522,20230708,
21472369118065,308281614522,20230709,
9539718433945,77290839479910,20230710,
9539718433945,77290839479910,20230711,
7279493806364,27147075254,20230729,
7279493806364,27147075254,20230730,
27417072933128,153525155902,20230806,
27417072933128,153525155902,20230805,
24409611525244,90142080952,20230807,
24409611525244,90142080952,20230806,
4577535775040,997004224,20230813,
4577535775040,997004224,20230814,
23770143037247,183250384707805,20230815,
218931665087,115995776,20230518,
218931665087,115995776,20230517,
17644909167040,62547655840,20230519,
17644909167040,62547655840,20230520,
18661909840056,140226664452,20230520,
18661909840056,140226664452,20230521,
2456126510585,2978685655,20230522,
2456126510585,2978685655,20230521,
19341337594502,2953658092,20230605,
19341337594502,2953658092,20230604,
16345516144576,44080907392,20230610,
16345516144576,44080907392,20230609,
11451046506418,121705884329,20230626,
11451046506418,121705884329,20230625,
26735167603100,299471480900,20230629,
26735167603100,299471480900,20230628,
18193533511744,209565035476,20230629,
18193533511744,209565035476,20230630,
9122872877408,75068568937940,20230701,
9122872877408,75068568937940,20230702,
6990611744766,3471284102,20230701,
6990611744766,3471284102,20230702,
15136056689432,119658879648,20230704,
15136056689432,119658879648,20230703,
6760985701200,4289502025,20230705,
6760985701200,4289502025,20230704,
9196100741548,22234555340,20230705,
9196100741548,22234555340,20230704,
14881991967480,50700560460,20230704,
14881991967480,50700560460,20230705,
7638426163060,76982155264,20230710,
7638426163060,76982155264,20230711,
21701052420636,208786704246,20230716,
21701052420636,208786704246,20230717,
9621875817400,36491507220,20230717,"175852511,1160755111,1110621811,1110555166901,1007896151"
9621875817400,36491507220,20230716,"189181601,1908461681,1110171148651,1116751514191,1181938261,1730203481,114619071"
7163925485886,19603410632,20230718,
7163925485886,19603410632,20230717,
26770885062115,280660835572,20230719,
26770885062115,280660835572,20230720,
23769688667598,331706534178,20230721,
23769688667598,331706534178,20230720,
4428291687904,35223943596400,20230721,
4428291687904,35223943596400,20230722,
23020320912000,6756128620,20230723,
23020320912000,6756128620,20230722,
219039307580,134592144,20230517,
219039307580,134592144,20230518,
18884782237440,133549204240,20230529,
18884782237440,133549204240,20230530,
21103215598584,140226664452,20230605,
21103215598584,140226664452,20230604,
2862450845111,41731589141,20230615,
2862450845111,41731589141,20230616,
20039498609669,169449176975771,20230615,
20039498609669,169449176975771,20230616,
16797366235648,155603284160,20230621,
16797366235648,155603284160,20230620,
11476637578534,107077068813,20230628,
11476637578534,107077068813,20230627,1074906601
26777062700300,332102763900,20230630,
26777062700300,332102763900,20230629,
18214126038716,70683515960,20230630,
18214126038716,70683515960,20230701,
9196992380668,63682064192,20230705,
9196992380668,63682064192,20230704,
7067776422746,64991699474,20230709,
7067776422746,64991699474,20230708,
15368085078248,134121152424,20230715,
15368085078248,134121152424,20230716,
6887239380125,55013427778175,20230718,11017141
6887239380125,55013427778175,20230717,
9374835778414,23956495676,20230719,
9374835778414,23956495676,20230718,
15329198968490,155746222665,20230726,
15329198968490,155746222665,20230727,
7854324347128,70126010668,20230731,
7854324347128,70126010668,20230730,
22273650157695,1109239,20230804,
22273650157695,1109239,20230803,
10026928138465,23418802435,20230815,
240134977833,2204177871674,20230601,
240134977833,2204177871674,20230531,
19840857492560,280703647440,20230602,
19840857492560,280703647440,20230603,
21122529489180,255089391480,20230605,
21122529489180,255089391480,20230606,
2767619047787,36520658350,20230605,
2767619047787,36520658350,20230606,
19507208071659,147564457194,20230607,
19507208071659,147564457194,20230606,
16638698378624,48096826752,20230615,
16638698378624,48096826752,20230614,
11283659356487,94634183582849,20230620,
11283659356487,94634183582849,20230621,
26423795316300,58114933000,20230622,
26423795316300,58114933000,20230623,
18218519280104,3422567704,20230630,
18218519280104,3422567704,20230701,
9138183656122,102862361040,20230701,
