content_id,account_id,content_type,account_role,account_publish_content_cnt_td,account_first_audit_content_cnt_td_pass,account_second_audit_content_cnt_td_pass,account_third_audit_content_cnt_td_pass,account_account_elite_content_cnt_td,account_distribute_content_cnt_td,account_first_audit_pass_cnt_1d,account_second_audit_pass_cnt_1d,account_third_audit_pass_cnt_1d,account_elite_cnt_1d,account_expo_pv_1d,account_click_pv_1d,account_consume_pv_1d,account_consume_time_1d,account_valid_consume_pv_1d,account_valid_consume_time_1d,account_play_vv_1d,account_play_time_1d,account_valid_play_vv_1d,account_valid_play_time_1d,account_complete_play_vv_1d,account_itrt_pv_1d,account_favor_pv_1d,account_comment_pv_1d,account_share_pv_1d,account_collect_pv_1d,account_attention_pv_1d,account_ipv_pv_1d,account_lead_shop_pv_1d,account_cart_cnt_1d,account_cart_item_qty_1d,account_cart_amt_1d,account_pay_cnt_1d,account_pay_item_qty_1d,account_pay_amt_1d,account_zhongcao_pv_1d,account_consume_zhongcao_pv_1d,account_cart_zhongcao_pv_1d,account_ipv_zhongcao_pv_1d,account_pay_order_zhongcao_1d,account_pay_item_qty_zhongcao_1d,account_pay_amt_zhongcao_1d,expo_pv_1d,expo_uv_1d,click_pv_1d,click_uv_1d,consume_pv_1d,consume_time_1d,consume_uv_1d,consume_pv_1d_valid,consume_time_1d_valid,consume_uv_1d_valid,play_vv_1d,play_time_1d,play_uv_1d,play_vv_1d_valid,play_time_1d_valid,play_uv_1d_valid,play_vv_complete_1d,play_uv_complete_1d,itrt_pv_1d,itrt_uv_1d,favor_pv_1d,favor_uv_1d,comment_pv_1d,comment_uv_1d,share_pv_1d,share_uv_1d,collect_pv_1d,collect_uv_1d,attention_pv_1d,attention_uv_1d,ipv_pv_1d,ipv_uv_1d,lead_shop_pv_1d,lead_shop_uv_1d,cart_cnt_1d,cart_item_qty_1d,cart_amt_1d,cart_uv_1d,pay_cnt_1d,pay_item_qty_1d,pay_amt_1d,pay_buyer_cnt_1d,zhongcao_pv_1d,zhongcao_uv_1d,zhongcao_pv_1d_consume,zhongcao_uv_1d_consume,zhongcao_pv_1d_cart,zhongcao_uv_1d_cart,zhongcao_pv_1d_ipv,zhongcao_uv_1d_ipv,pay_order_cnt_1d_zc,pay_item_qty_1d_zc,pay_amt_1d_zc,pay_buyer_cnt_1d_zc,gmt_create,publish_time,content_title,content_tag_level1_name,content_tag_level2_name,content_tag_level3_name,item_id,item_title,reserve_price,cate_id,cate_name,cate_level,cate_level1_id,cate_level2_id,cate_level3_id,cate_level4_id,cate_level5_id,cate_level1_name,cate_level2_name,cate_level3_name,cate_level4_name,cate_level5_name,commodity_id,commodity_name,lead_pay_visitor_ids,visite_time
2.00E+13,1.48E+11,video,Tol,84,84,84,84,84,84,420,420,420,420,1824653628,22903524,94135188,1.05E+12,22484784,9.62E+11,33082896,5.74E+11,14685972,5.57E+11,3866100,524916,305760,32676,139692,53760,102060,1461432,1461852,30240,32256,14575318.8,35952,39312,7159503.941,6812316,5918304,65100,1461432,105000,126084,19699065.1,14616,12264,924,756,15120,71843352,12012,3276,57991416,2688,14868,69743352,12012,3024,55891416,2688,336,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276,2688,3276,2688,0,0,0,0,0,0,0,0,2019/10/14 19:30,2019/10/14 19:30,自带磨皮滤镜的散粉，买它�?美妆,美妆,美妆,4.71E+13,花西子空气蜜�?夏季散粉定妆粉饼女持久控油提亮肤色不脱妆油皮,14271.6,50010792,蜜粉/散粉,3,50010788,201164006,50010792,,,彩妆/香水/美妆工具,面部彩妆,蜜粉/散粉,,,100058495,定妆�?,20230530,,
2.00E+13,1.48E+11,video,Tol,84,84,84,84,84,84,420,420,420,420,1824653628,22903524,94135188,1.05E+12,22484784,9.62E+11,33082896,5.74E+11,14685972,5.57E+11,3866100,524916,305760,32676,139692,53760,102060,1461432,1461852,30240,32256,14575318.8,35952,39312,7159503.941,6812316,5918304,65100,1461432,105000,126084,19699065.1,13860,10668,756,672,2520,24732960,1512,924,23286732,588,2436,22816080,1512,840,21369852,588,420,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,588,924,588,0,0,0,0,0,0,0,0,2019/10/14 19:30,2019/10/14 19:30,自带磨皮滤镜的散粉，买它�?美妆,美妆,美妆,4.71E+13,花西子空气蜜�?夏季散粉定妆粉饼女持久控油提亮肤色不脱妆油皮,14271.6,50010792,蜜粉/散粉,3,50010788,201164006,50010792,,,彩妆/香水/美妆工具,面部彩妆,蜜粉/散粉,,,100058495,定妆�?,20230531,,
2.78E+12,18363015583,video,Tol,11,11,11,11,0,11,22,22,143,143,2604162,212421,2710708,26562796535,1021251,25935310005,2688345,25821431669,1016026,25159157672,172469,21780,14201,638,1760,5786,22737,16060,16445,1683,2827,374519.2,132,143,9108.88,677325,672320,3487,16060,770,770,41497.10541,2827,2827,781,715,6039,33467852,3355,880,29614508,649,6006,33395582,3355,880,29614508,649,121,121,44,44,44,44,0,0,0,0,0,0,11,11,33,33,33,33,0,0,0,0,0,0,0,0,913,649,880,649,0,0,33,33,0,0,0,0,2020/2/12 21:34,2020/2/12 21:34,一不留神居然抽�?弹绝版金卡！,潮玩,潮玩,潮玩,6.61E+12,,,,,,,,,,,,,,,,,,,20230606
2.78E+12,18363015583,video,Tol,11,11,11,11,0,11,22,22,143,143,2604162,212421,2710708,26562796535,1021251,25935310005,2688345,25821431669,1016026,25159157672,172469,21780,14201,638,1760,5786,22737,16060,16445,1837,2827,427913.2,132,143,9108.88,677325,672320,3487,16060,770,770,41497.10541,3355,3300,770,682,2860,36865433,1947,605,35050587,495,2838,36785793,1947,583,34970947,495,88,88,44,33,33,33,0,0,0,0,11,11,0,0,22,22,22,22,0,0,0,0,0,0,0,0,627,506,605,495,0,0,22,22,0,0,0,0,2020/2/12 21:34,2020/2/12 21:34,一不留神居然抽�?弹绝版金卡！,潮玩,潮玩,潮玩,6.61E+12,,,,,,,,,,,,,,,,,,,20230605
1.96E+13,1.51E+11,article,Toc,77,77,0,0,0,0,0,0,0,0,81851,6776,1001,6711320,308,6551160,0,0,0,0,0,0,0,0,0,0,0,462,462,0,0,0,0,0,0,693,308,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/3/5 14:53,2020/3/5 14:53,蜡笔🖍️囗红！好特别风！喜�?美妆,美妆,美妆,4.35E+13,梦妆蜡笔口红15棕红唇膏笔女�?1豆沙小辣椒小众品牌平价学生正�?6853,50010808,唇膏/口红,3,50010788,201166702,50010808,,,彩妆/香水/美妆工具,唇部彩妆,唇膏/口红,,,100058318,唇部彩妆,,20230608,,
1.96E+13,1.51E+11,article,Toc,77,77,0,0,0,0,0,0,0,0,13860,1001,308,6711320,154,6551160,0,0,0,0,0,0,0,0,0,0,0,231,231,0,0,0,0,0,0,385,154,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/3/5 14:53,2020/3/5 14:53,蜡笔🖍️囗红！好特别风！喜�?美妆,美妆,美妆,4.35E+13,梦妆蜡笔口红15棕红唇膏笔女�?1豆沙小辣椒小众品牌平价学生正�?6853,50010808,唇膏/口红,3,50010788,201166702,50010808,,,彩妆/香水/美妆工具,唇部彩妆,唇膏/口红,,,100058318,唇部彩妆,,20230607,,
1.64E+13,1.02E+11,article,Toc,64,64,64,64,64,64,0,0,0,0,22784,4096,1152,12919040,832,12545280,0,0,0,0,0,64,64,64,0,0,64,1408,1408,64,64,19072,0,0,0,1600,768,128,1408,0,0,0,7872,7552,320,320,384,3310080,256,192,3187840,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,0,0,0,0,0,0,0,0,256,192,192,192,0,0,64,64,0,0,0,0,2020/3/16 11:13,2020/3/16 11:13,入的第一套汉�?简直爱�?太精致了8⃣️,时尚,时尚,时尚,3.85E+13,汉尚华莲凤栖原创改良汉服女春秋齐腰大袖交领衫裙重工刺�?米摆,19072,162703,民族服装/舞台�?3,16,50008906,162703,,,女装/女士精品,唐装/民族服装/舞台服装,民族服装/舞台�?,,100060850,舞台装演出服,,20230610,,
1.64E+13,1.02E+11,article,Toc,64,64,64,64,64,64,0,0,0,0,22784,4096,1152,12919040,832,12545280,0,0,0,0,0,64,64,64,0,0,64,1408,1408,64,64,19072,0,0,0,1600,768,128,1408,0,0,0,5632,5632,320,320,256,679040,256,128,503040,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,128,128,0,0,0,0,0,0,0,0,2020/3/16 11:13,2020/3/16 11:13,入的第一套汉�?简直爱�?太精致了8⃣️,时尚,时尚,时尚,3.85E+13,汉尚华莲凤栖原创改良汉服女春秋齐腰大袖交领衫裙重工刺�?米摆,19072,162703,民族服装/舞台�?3,16,50008906,162703,,,女装/女士精品,唐装/民族服装/舞台服装,民族服装/舞台�?,,100060850,舞台装演出服,,20230609,,
1.12E+13,12879896855,article,Toc,43,43,43,0,0,43,0,0,0,0,216849,11266,8084,41842010,4859,37035470,86,1128320,86,1128320,43,43,43,0,43,0,43,2150,2150,43,43,16297,0,0,0,6751,4601,129,2150,0,0,0,86,86,0,0,86,1280970,86,43,1217330,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,0,0,86,43,43,43,0,0,43,43,0,0,0,0,2020/4/25 18:49,2020/4/25 18:49,专门用来深蹲硬拉的，特别好，质量不错颜色也好�?,运动,运动,运动,2.57E+13,Nike Metcon 4 耐克女交叉室内举重深蹲专业健身训练鞋AT3160-135,16297,50012041,综合训练�?室内健身�?2,50012029,50012041,,,,运动鞋new,综合训练�?室内健身�?,,,100060915,�?,20230618,,,
1.12E+13,12879896855,article,Toc,43,43,43,0,0,43,0,0,0,0,216849,11266,8084,41842010,4859,37035470,86,1128320,86,1128320,43,43,43,0,43,0,43,2150,2150,43,43,16297,0,0,0,6751,4601,129,2150,0,0,0,301,172,0,0,43,101910,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/4/25 18:49,2020/4/25 18:49,专门用来深蹲硬拉的，特别好，质量不错颜色也好�?,运动,运动,运动,2.57E+13,Nike Metcon 4 耐克女交叉室内举重深蹲专业健身训练鞋AT3160-135,16297,50012041,综合训练�?室内健身�?2,50012029,50012041,,,,运动鞋new,综合训练�?室内健身�?,,,100060915,�?,20230617,,,
2.62E+13,2.41E+11,article,Toc,100,0,100,0,0,0,0,0,0,0,545700,11300,14500,297647000,8500,290438000,0,0,0,0,0,300,100,200,200,0,300,200,200,0,0,0,0,0,0,2300,2100,0,200,0,0,0,183100,180900,6900,6700,10200,83626900,6500,6200,76274900,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/5/6 0:26,2020/5/6 0:26,此等绝美配色的裙子配上午后的阳光 大概是世界上最美的瞬间�?时尚,时尚,时尚,6.00E+13,,,,,,,,,,,,,,,,,,,20230619,
2.62E+13,2.41E+11,article,Toc,100,0,100,0,0,0,0,0,0,0,545700,11300,14500,297647000,8500,290438000,0,0,0,0,0,300,100,200,200,0,300,200,200,0,0,0,0,0,0,2300,2100,0,200,0,0,0,186700,183900,5600,5100,7100,61615900,4900,3900,55369900,2900,0,0,0,0,0,0,0,0,200,200,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/5/6 0:26,2020/5/6 0:26,此等绝美配色的裙子配上午后的阳光 大概是世界上最美的瞬间�?时尚,时尚,时尚,6.00E+13,,,,,,,,,,,,,,,,,,,20230620,
1.79E+13,1.84E+11,article,Toc,68,68,0,0,0,0,0,0,0,0,61200,10132,12648,128869452,9248,122358996,612,3816704,340,3383272,0,68,68,0,68,68,0,68,68,0,0,0,0,0,0,408,408,0,68,0,0,0,3468,3400,544,544,680,3473440,680,340,2906320,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/5/9 12:07,2020/5/9 12:07,早几年买的花瓶，一直放在露台没用，前几天看到觉得配些蒲棒在里面也许不会显得那么俗气，放在了酒窖门口，效果还行�?,家居,家居,家居,3.89E+13,12�?蒲棒 香蒲�?水蜡�?真花干花干枝干草插花装饰摆饰摄影道具,1353.2,50024939,干花/花瓣/干花�?干树�?3,50020808,50024938,50024939,,,家居饰品,花瓶/花器/仿真�?仿真饰品,干花/花瓣/干花�?干树�?,,100058640,干花,,20230620,,
1.79E+13,1.84E+11,article,Toc,68,68,0,0,0,0,0,0,0,0,61200,10132,12648,128869452,9248,122358996,612,3816704,340,3383272,0,68,68,0,68,68,0,68,68,0,0,0,0,0,0,408,408,0,68,0,0,0,16388,15980,2652,2584,3536,20102840,3128,2176,17951320,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,0,0,0,0,0,0,0,2020/5/9 12:07,2020/5/9 12:07,早几年买的花瓶，一直放在露台没用，前几天看到觉得配些蒲棒在里面也许不会显得那么俗气，放在了酒窖门口，效果还行�?,家居,家居,家居,3.89E+13,12�?蒲棒 香蒲�?水蜡�?真花干花干枝干草插花装饰摆饰摄影道具,1353.2,50024939,干花/花瓣/干花�?干树�?3,50020808,50024938,50024939,,,家居饰品,花瓶/花器/仿真�?仿真饰品,干花/花瓣/干花�?干树�?,,100058640,干花,,20230621,,
9.04E+12,66927605184,article,Toc,34,0,34,0,0,0,0,0,0,0,12478,1292,5440,45495196,2346,43769696,408,10369320,306,10209146,238,68,34,34,68,0,102,986,986,68,68,12784,34,34,1311.04,2822,2142,306,986,68,68,2557.48,374,374,136,136,306,1302404,238,204,1239980,170,34,8364,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,34,68,34,0,0,0,0,0,0,0,0,170,68,102,68,0,0,68,34,0,0,0,0,2020/5/24 13:42,2020/5/24 13:42,真的好看，也不怎么累脚，穿上整个人的气质都变了，一下子变高10cm,时尚,时尚,时尚,2.06E+13,网红高跟�?023春季新款法式少女百搭职业黑色工作鞋细跟尖头单�?6392,50012027,浅口单鞋,3,50006843,201272477,50012027,,,女鞋,时装单鞋,浅口单鞋,,,100060915,�?,20230625,,
9.04E+12,66927605184,article,Toc,34,0,34,0,0,0,0,0,0,0,12478,1292,5440,45495196,2346,43769696,408,10369320,306,10209146,238,68,34,34,68,0,102,986,986,68,68,12784,34,34,1311.04,2822,2142,306,986,68,68,2557.48,374,340,102,102,272,541688,136,102,356728,102,34,140488,34,34,140488,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,34,476,34,0,0,0,0,0,0,0,0,544,68,68,68,0,0,476,34,0,0,0,0,2020/5/24 13:42,2020/5/24 13:42,真的好看，也不怎么累脚，穿上整个人的气质都变了，一下子变高10cm,时尚,时尚,时尚,2.06E+13,网红高跟�?023春季新款法式少女百搭职业黑色工作鞋细跟尖头单�?6392,50012027,浅口单鞋,3,50006843,201272477,50012027,,,女鞋,时装单鞋,浅口单鞋,,,100060915,�?,20230626,,
7.04E+12,72879676480,article,Toc,26,26,26,0,0,0,0,0,0,0,10738,1222,23140,128909326,13650,112049964,26,167570,26,167570,0,26,26,26,26,0,52,650,650,78,78,25272,26,26,5408,13910,13650,208,650,26,26,5408,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/6/29 18:33,2020/6/29 18:33,前后买五个了，好用非常顺�?户外,户外,户外,1.40E+13,钓德来远投轮12000型全金属脚超大渔轮海钓鱼线轮锚鱼纺车轮鱼�?8424,50014095,鱼线�?3,50013886,50014023,50014095,,,户外/登山/野营/旅行用品,垂钓装备,鱼线�?,,100062091,鱼线�?,20230707,,,,,
7.04E+12,72879676480,article,Toc,26,26,26,0,0,0,0,0,0,0,10738,1222,23140,128909326,13650,112049964,26,167570,26,167570,0,26,26,26,26,0,52,650,650,78,78,25272,26,26,5408,13910,13650,208,650,26,26,5408,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/6/29 18:33,2020/6/29 18:33,前后买五个了，好用非常顺�?户外,户外,户外,1.40E+13,钓德来远投轮12000型全金属脚超大渔轮海钓鱼线轮锚鱼纺车轮鱼�?8424,50014095,鱼线�?3,50013886,50014023,50014095,,,户外/登山/野营/旅行用品,垂钓装备,鱼线�?,,100062091,鱼线�?,20230706,,,,,
1.53E+13,51543227680,article,Toc,56,56,56,0,0,56,0,0,0,0,4592,560,6440,37516752,3192,31818192,168,7373688,112,7373688,0,224,168,0,56,0,112,896,896,56,56,46368,0,0,0,3248,3136,616,896,56,56,16744,896,896,56,56,168,523600,112,56,389200,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,0,0,0,0,0,0,0,0,112,112,56,56,0,0,56,56,0,0,0,0,2020/7/21 16:48,2020/7/21 16:48,尺寸大小：刚合适质量好耐看是我想要的包包�?,时尚,时尚,时尚,3.30E+13,鳄鱼男士包包真皮单肩包斜挎包休闲小背包韩版潮2023新款牛皮男包,46368,122654005,男士包袋,2,50006842,122654005,,,,箱包皮具/热销女包/男包,男士包袋,,,,100058106,背提�?,20230712,
1.53E+13,51543227680,article,Toc,56,56,56,0,0,56,0,0,0,0,4592,560,6440,37516752,3192,31818192,168,7373688,112,7373688,0,224,168,0,56,0,112,896,896,56,56,46368,0,0,0,3248,3136,616,896,56,56,16744,1344,1344,168,112,392,1498000,168,224,1327760,168,0,0,0,0,0,0,0,0,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,112,168,112,0,0,0,0,0,0,0,0,2020/7/21 16:48,2020/7/21 16:48,尺寸大小：刚合适质量好耐看是我想要的包包�?,时尚,时尚,时尚,3.30E+13,鳄鱼男士包包真皮单肩包斜挎包休闲小背包韩版潮2023新款牛皮男包,46368,122654005,男士包袋,2,50006842,122654005,,,,箱包皮具/热销女包/男包,男士包袋,,,,100058106,背提�?,20230711,
6.83E+12,40925757750,article,Toc,25,25,25,0,0,25,0,25,0,0,34200,4800,3750,21702225,2050,20178475,0,0,0,0,0,50,25,0,25,25,0,1025,1025,50,50,7500,0,0,0,3000,2050,100,1025,0,0,0,125,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/7/24 19:00,2020/7/24 19:00,很好看，盘它，编绳也精致，最主要是免费的,时尚,时尚,时尚,1.52E+13,黄金玫瑰花牌足金999烧蓝女款手牌转运珠DIY隔片隔珠如意扣手�?3750,121478031,手饰,3,50011397,121470039,121478031,,,珠宝/钻石/翡翠/黄金,黄金首饰（新�?手饰,,,100060604,手饰,,20230712,,
6.83E+12,40925757750,article,Toc,25,25,25,0,0,25,0,25,0,0,16425,3100,2875,21702225,1750,20178475,0,0,0,0,0,50,25,0,25,25,0,625,625,50,50,7500,25,25,22765,2400,1750,100,625,25,25,22765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/7/24 19:00,2020/7/24 19:00,很好看，盘它，编绳也精致，最主要是免费的,时尚,时尚,时尚,1.52E+13,黄金玫瑰花牌足金999烧蓝女款手牌转运珠DIY隔片隔珠如意扣手�?3750,121478031,手饰,3,50011397,121470039,121478031,,,珠宝/钻石/翡翠/黄金,黄金首饰（新�?手饰,,,100060604,手饰,,20230713,,
9.32E+12,10189601066,video,Tol,34,0,0,0,0,0,0,34,0,0,69326,1870,60452,346758418,13668,337033636,59024,344276078,11254,335314596,3434,238,136,102,68,136,272,5032,5032,238,238,2260830,68,68,33966,24616,21046,612,5032,306,306,353550.7,8942,7990,0,0,918,21370462,680,714,21241262,544,918,21370462,680,714,21241262,544,204,136,0,0,0,0,0,0,0,0,0,0,0,0,272,204,272,204,0,0,0,0,0,0,0,0,986,544,714,544,0,0,272,204,0,0,0,0,2020/7/30 14:09,2020/7/30 14:09,几十块钱的迷你机箱也很好�?科技,科技,科技,1.92E+13,mini迷你matx台式机电脑全侧透明atx小主机箱电源套装办公外壳itx,2920.6,110211,机箱,2,11,110211,,,,电脑硬件/显示�?电脑周边,机箱,,,,100058439,电脑机箱,,20230715,
9.32E+12,10189601066,video,Tol,34,0,0,0,0,0,0,34,0,0,69326,1870,60452,346758418,13668,337033636,59024,344276078,11254,335314596,3434,238,136,102,68,136,272,5032,5032,238,238,2260830,68,68,33966,24616,21046,612,5032,306,306,353550.7,9792,8704,0,0,1224,20132488,1088,816,19693480,748,1224,20132488,1088,816,19693480,748,170,136,0,0,0,0,0,0,0,0,0,0,0,0,476,272,476,272,0,0,0,0,0,0,0,0,1292,782,816,748,0,0,476,272,0,0,0,0,2020/7/30 14:09,2020/7/30 14:09,几十块钱的迷你机箱也很好�?科技,科技,科技,1.92E+13,mini迷你matx台式机电脑全侧透明atx小主机箱电源套装办公外壳itx,2920.6,110211,机箱,2,11,110211,,,,电脑硬件/显示�?电脑周边,机箱,,,,100058439,电脑机箱,,20230714,
1.51E+13,1.54E+11,article,Toc,55,55,55,0,0,0,55,55,0,0,148500,23045,14630,124655795,10505,118357195,55,1335015,55,1335015,0,1705,1705,0,0,0,55,2970,2970,165,165,247500,0,0,0,13695,10395,330,2970,55,55,65890,55,55,55,55,55,552200,55,55,552200,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/8/1 18:28,2020/8/1 18:28,正官庄一直吃的，这个确实是正品，一口就确认了。推荐购买，大补元气�?健康,健康,健康,3.11E+13,韩国正官�?年根高丽参浓缩液Plus红参�?30g瓶装免税店顺丰包�?82500,50005949,高丽参及其制�?3,50020275,50005945,50005949,,,传统滋补营养�?参类滋补�?高丽参及其制�?,,100058294,传统中药�?,20230715,,,,,,,
1.51E+13,1.54E+11,article,Toc,55,55,55,0,0,0,55,55,0,0,148500,23045,14630,124655795,10505,118357195,55,1335015,55,1335015,0,1705,1705,0,0,0,55,2970,2970,165,165,247500,0,0,0,13695,10395,330,2970,55,55,65890,110,110,55,55,55,386100,55,55,386100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/8/1 18:28,2020/8/1 18:28,正官庄一直吃的，这个确实是正品，一口就确认了。推荐购买，大补元气�?健康,健康,健康,3.11E+13,韩国正官�?年根高丽参浓缩液Plus红参�?30g瓶装免税店顺丰包�?82500,50005949,高丽参及其制�?3,50020275,50005945,50005949,,,传统滋补营养�?参类滋补�?高丽参及其制�?,,100058294,传统中药�?,20230716,,,,,,,
7.75E+12,49265845580,video,Tol,28,28,28,0,0,28,112,84,56,56,608217876,7634508,31378396,3.50E+11,7494928,3.21E+11,11027632,1.91E+11,4895324,1.86E+11,1288700,174972,101920,10892,46564,17920,34020,487144,487284,10080,10752,4858439.6,11984,13104,2386501.314,2270772,1972768,21700,487144,35000,42028,6566355.034,2996,2996,84,84,336,1091496,308,84,912324,84,336,1091496,308,84,912324,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/8/25 13:35,2020/8/25 13:35,所有女生！给你们比一个大大的心~,泛生�?泛生�?泛生�?,,,,,,,,,,,,,,,,,,,20230722,,,
7.75E+12,49265845580,video,Tol,28,28,28,0,0,28,112,84,56,56,608217876,7634508,31378396,3.50E+11,7494928,3.21E+11,11027632,1.91E+11,4895324,1.86E+11,1288700,174972,101920,10892,46564,17920,34020,487144,487284,10080,10752,4858439.6,11984,13104,2386501.314,2270772,1972768,21700,487144,35000,42028,6566355.034,3192,3192,28,28,420,992124,392,56,577248,56,420,992124,392,56,577248,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/8/25 13:35,2020/8/25 13:35,所有女生！给你们比一个大大的心~,泛生�?泛生�?泛生�?,,,,,,,,,,,,,,,,,,,20230721,,,
2.20E+13,58804927272,article,Tol,79,79,79,79,79,79,553,553,79,79,1279247,46057,623310,6666125228,507654,6522753974,599610,6561206987,503862,6429247204,34681,9638,9243,237,711,948,1185,20540,20540,1896,2686,1324356,632,632,113104.3,514448,504573,2923,20540,3634,4345,693966.81,9401,5214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020/9/7 18:07,2020/9/7 18:07,"我可以说是爱他美的铁杆粉丝啦!🥏🥛
这几年给宝宝买过的奶粉品牌不少，但是后来爱他美就一直是我们家的常客。尤其是这个卓萃版爱他美，我真是给宝宝囤了很多。�?爱他美卓萃不仅奶源好，还特别添加了天然来源的乳脂，含有Sn-2键位结构脂，有助于提高宝宝对钙关键营养素的吸收。更含NuMMOs突破性模拟母乳低聚糖，能帮助满足宝宝天生营养所需，更有助宝宝肠道的消化吸收。�?还有科学配比益生元组合，促进有益菌群的生长，让宝宝肚肚更舒畅。所以我家宝宝喝这款奶粉一直都是黄金便便，感觉非常不错。�?当然，很多妈妈关注的DHA它也是优量含有的哦~对宝宝视力和大脑的发育都是非常有益的�?另外，配方中没有蔗糖、香精麦芽糖等成分添加，所以口感是非常的清淡的，入口后有淡淡的乳香，宝宝很容易就能接受，对宝宝牙齿和味觉的发育都非常有益哦~⚡️
真的是一款非常不错的奶粉哦~🔥",育儿,育儿,育儿,4.30E+13,Aptamil 爱他美白金版卓萃幼儿配方奶粉3段单�?00g 1-3岁牛奶粉,31442,211104,婴幼儿牛奶粉,2,35,211104,,,,奶粉/辅食/营养�?零食,婴幼儿牛奶粉,,,,100060285,奶粉,,20230725
