epoch,r1_rec,r2_rec,r3_rec,r1_ndcg,r2_ndcg,r3_ndcg,AUC
44,0.4305577680176592,0.5958173087863824,0.7600300389140477,0.9046820531361186,0.8946280621054788,0.8837647933799793,0.8662162851531151
45,0.4319004164485811,0.5965455248845095,0.7601438226793801,0.9054537441705909,0.8953073977500087,0.8843850752129508,0.8678943106796737
46,0.43128598411578634,0.5971827139703707,0.7607582550121749,0.905471807119047,0.8952767747994693,0.884355956494476,0.8676827039387864
47,0.4296702546480668,0.5952028764535876,0.760234849691646,0.9045067249109918,0.8944242950297165,0.8835475014178003,0.86841692251081
48,0.4310584165851216,0.5959766060578476,0.7599845254079148,0.9051354930877525,0.8950135383869731,0.8841448724188578,0.8658752647227506
49,0.43310652436110414,0.5983660651298273,0.7622146872084291,0.9058658034629107,0.8956668044720326,0.8847301289450483,0.8684585778083003
50,0.4326513892997747,0.5983433083767608,0.7621236601961632,0.9054023288182245,0.8952884507825213,0.8844582043561322,0.8668836933525927
51,0.42068133718681017,0.5825728785016954,0.7410964203627426,0.9041015869655951,0.8936530794361349,0.8828541566568417,0.858562836992694
52,0.4333796053979018,0.5992990920055526,0.7632614978494868,0.9053856266074712,0.8953423457252061,0.8844711776320565,0.8697564506881263
53,0.43317479462030356,0.5983660651298273,0.761054092802039,0.9053404797831417,0.8952742792623062,0.8844451795014857,0.8636759936617301
54,0.4336526864346995,0.5994356325239515,0.7632159843433539,0.905403820364744,0.8953471183693359,0.8844731327844215,0.8691165990438674
55,0.43317479462030356,0.5999362810914138,0.764422092255877,0.905211122195286,0.8951710839119432,0.884327734013321,0.8693934471523521
56,0.4335844161755001,0.6001866053751451,0.7626698222697585,0.9050176134698656,0.8950491989674935,0.884204729532365,0.8671091488298805
57,0.4336526864346995,0.5996859568076827,0.7633070113556197,0.9054000697937169,0.8953377540281721,0.884514287312031,0.8680453306091087
58,0.4331520378672371,0.6004824431650092,0.7651503083540041,0.9046297793602314,0.8947515567757612,0.8839923771849201,0.8703447072779754
59,0.4321734974853788,0.5993673622647521,0.7635800923924174,0.9041158491325564,0.8943574169023653,0.8835896443056442,0.8661841079639927
60,0.4331520378672371,0.600323145893544,0.7648544705641399,0.9049507745432757,0.8950042897252828,0.8841989674115268,0.8682774445078227
61,0.4349725781125549,0.6011196322508704,0.7644903625150763,0.9053478736727881,0.895459527166162,0.8845747741446913,0.8630971355282447
62,0.43378922695309835,0.6003459026466104,0.7634435518740186,0.9046713726094182,0.8948794192547095,0.8841259472705073,0.8632968750957513
63,0.4346539835696243,0.6013016862754023,0.7662881460073276,0.9047379570265368,0.8949595001418545,0.8842269209831227,0.8679973217552737
64,0.43449468629815896,0.6018250915959311,0.7666750108094577,0.904489431963189,0.8947632709880533,0.8840240211311976,0.8704613642166672
65,0.4339712809776301,0.6007782809548734,0.7648544705641399,0.9045129916107656,0.8947652733418695,0.8841479992628466,0.8658697500554903
66,0.43494982135948845,0.6020981726327288,0.7661288487358624,0.9052926167780495,0.8953470539580752,0.8845271082042877,0.8684243569278947
67,0.4353594429146849,0.6028946589900553,0.7672666863891859,0.9043486078153967,0.894640803650318,0.883984794496461,0.8699352634282151
68,0.4354732266800173,0.6025077941879252,0.7673804701545184,0.9042966741607827,0.894642829492704,0.8839162423513638,0.868970275739559
69,0.4357918212229479,0.6027581184716565,0.7667205243155907,0.9055264255892073,0.8955738144815382,0.884823236278822,0.8669980324914852
70,0.43510911863095375,0.6021891996449946,0.76601506497053,0.90441809981031,0.8947765381327819,0.8840991694011852,0.863256283247784
71,0.4358828482352138,0.60389595612498,0.7696789022142321,0.9041696619649255,0.8945018508151193,0.8839158603632032,0.8733922484685195
72,0.4357918212229479,0.6032815237921854,0.768472794301709,0.9034999287407033,0.8940669865906914,0.8835011438248093,0.87132164846094
73,0.4374303074437339,0.6042145506679107,0.770111280522495,0.9040792425958903,0.8945593730533242,0.8839406216392788,0.8724878087855312
74,0.43636074004960973,0.6042373074209771,0.7681314430057119,0.9042743635275091,0.8946323590790044,0.8839971721028329,0.8658803741460002
75,0.4367703616048062,0.6061033611724279,0.7698837129918303,0.9038974241445831,0.8943753602533592,0.8838600569712571,0.8720819846685043
76,0.4363834968026762,0.6046469289761737,0.7693147941651685,0.9042352919381433,0.8946236898454573,0.8840226664971695,0.8733120292159726
77,0.4366110643333409,0.604419361445509,0.7687686320915732,0.9033650396442365,0.8940161081575133,0.8834703670040723,0.8690663377666898
78,0.4368386318640056,0.6059895774070956,0.7697926859795644,0.9038036131878402,0.8942609786659651,0.883743535700184,0.8690908227461945
79,0.4364517670618756,0.605625469358032,0.7699747400040963,0.9030417241000513,0.8937023558944951,0.8832880321624956,0.8707341716775624
80,0.4374303074437339,0.6057392531233644,0.7712263614227522,0.9031781974512764,0.8938681530374879,0.8833663712614146,0.8669665370629036
81,0.4377261452335981,0.6061033611724279,0.7716587397310152,0.9038336304918057,0.8943557012987069,0.8838337057010532,0.8715797580491625
82,0.437384793937601,0.6063536854561591,0.7718407937555469,0.9028884205708106,0.8935469474078671,0.8832109326166595,0.8702940818730646
83,0.43665657783947387,0.6057164963702979,0.7711125776574198,0.9027980538249593,0.8935302083743967,0.8832030124684478,0.8741884285354596
84,0.438158523541861,0.6074687663564162,0.7723186855699429,0.9036080933852043,0.8941507183150157,0.883691718054231,0.8717732258577862
85,0.437384793937601,0.6052158478028354,0.7702250642878274,0.9032437679726152,0.8938991349229768,0.8835444614140273,0.8727889547160668
86,0.4387046856154564,0.606535739480691,0.7719545775208794,0.9033510210330449,0.8940562181650004,0.8836905811182579,0.8640564879088866
87,0.4380447397765287,0.607309469084951,0.7726372801128735,0.9026095609837882,0.8933806044496972,0.8831755876394023,0.8697033081208565
88,0.4386591721093234,0.607263955578818,0.771795280249414,0.9037666811632498,0.894382320157661,0.8839267816532925,0.8714265378175117
89,0.438590901850124,0.6076508203809481,0.7725007395944746,0.9042185277307376,0.8946741777566125,0.8842293370445483,0.8724275811207488
90,0.4372027399130692,0.6062626584438933,0.7696561454611656,0.9026637630510159,0.8934484573780339,0.8832178993205448,0.8638666206138935
91,0.4390460369114535,0.606922604282821,0.7720000910270123,0.9030359394340407,0.8937809729116795,0.8834923446974613,0.8737085419552251
92,0.4394784152197165,0.6079921716769451,0.7728648476435382,0.9035752373756893,0.8942059231308257,0.8838574242421998,0.8693603043420908
93,0.4391143071706529,0.6074232528502833,0.7733882529640671,0.9030631776161984,0.8938572001693413,0.8835675149972559,0.8727306996873988
94,0.43961495573811527,0.6079921716769451,0.7723641990760758,0.9037038661462692,0.8942767146350064,0.8839381071517283,0.8713538298884674
95,0.43984252326878,0.6079694149238787,0.7729331179027377,0.9035438374623589,0.8941193849548198,0.8838277019726319,0.8698544145962669
96,0.43934187470131764,0.6084245499852081,0.7710898209043534,0.9028944161117377,0.8936795495589169,0.8835538053914618,0.8668044124153557
97,0.43818128029492753,0.6087431445281387,0.7732061989395353,0.9028769872159854,0.8936309415667765,0.8833285285390935,0.8728325650284094
98,0.43938738820745055,0.6091300093302687,0.7729558746558041,0.9027880683816056,0.893643147866649,0.8834095425105403,0.8729860727514336
99,0.44032041508317593,0.6089024417996041,0.7739571717907289,0.9033508179854387,0.8940917695379271,0.8838278684181423,0.8722224026071471
100,0.44032041508317593,0.6097899551691964,0.7736613340008648,0.9033216412275831,0.8940153153275163,0.8838109313965935,0.8694598975980613
101,0.43824955055412695,0.6087659012812052,0.77266003686594,0.9033656289710854,0.8940265512165001,0.8837240741896056,0.8665051756423834
102,0.44000182054024534,0.6100175226998612,0.7746171176296566,0.9031762179839189,0.8939300234697058,0.8837905757334108,0.8707755555596113
103,0.4413444689711672,0.6103588739958583,0.7723186855699429,0.9040825627588792,0.8946115698689102,0.8842971652218078,0.8690953732776331
104,0.43981976651571353,0.6100857929590606,0.7743667933459254,0.9029346987701328,0.8937301082622283,0.8835721630867558,0.8726834819449489
105,0.44038868534237535,0.61015406321826,0.7734565232232665,0.903142294266551,0.893898535031443,0.8837417657538615,0.8719108461341897
106,0.441094144687436,0.6102678469835924,0.7762328470973762,0.9034689362444125,0.8942565938311773,0.8837723902850815,0.8725581453158342
107,0.4394784152197165,0.6098582254283959,0.773866144778463,0.9033674008060232,0.8940194033342214,0.8837580472150366,0.8696275264856436
108,0.44047971235464123,0.6106547117857224,0.775937009307512,0.90346391709612,0.8941752206730846,0.8837355602236769,0.8726917606672742
109,0.4392736044421182,0.610199576724393,0.7753225769747173,0.9029159415466493,0.8936325252834593,0.8832643112748745,0.8709722653353238
110,0.4400928475525112,0.6115649819083813,0.776323874109642,0.9035259608464064,0.8941134648543969,0.8837612729541968,0.870466557275271
111,0.44148100948956603,0.6120428737227772,0.7762783606035091,0.9037783004273431,0.8943984796545779,0.8840340690599737,0.8736904169909437
112,0.44164030676103133,0.6124524952779737,0.7755273877523154,0.904809935531813,0.8951314395443368,0.8846643961653302,0.8665564031858377
113,0.4405707393669071,0.6119518467105114,0.775117766197119,0.9042750766235623,0.894771218816526,0.8844382493474475,0.8686304082153145
114,0.44120792845276835,0.6129531438454361,0.7780533873426939,0.9037188396391926,0.8943300131417861,0.8839289646016896,0.8739982907477222
115,0.4420044148100949,0.6129531438454361,0.7756639282707143,0.9046231781253318,0.8951136940570029,0.8847721506084301,0.8733965089130307
116,0.4416630635140978,0.611405684636916,0.7744578203581913,0.9051722152663851,0.8955255560635879,0.8851235376384753,0.8706250414181511
117,0.4401838745647771,0.611405684636916,0.7754818742461825,0.9043163872630469,0.8948355417866228,0.8844951338014967,0.8703703249317813
118,0.44193614455089547,0.6112691441185172,0.7753453337277837,0.904499575185967,0.8950060581433906,0.884652336690105,0.8713092414123078
119,0.44170857702023075,0.6128166033270372,0.7758914958013791,0.9050395749726889,0.8954232319641141,0.8849821396852129,0.8720595558479441
120,0.4411169014405025,0.6122931980065084,0.7748446851603213,0.9041332575635378,0.8947281610489138,0.8844910281745508,0.8702522916442694
121,0.442345766106092,0.6128848735862367,0.7745716041235237,0.9049812111503373,0.8953959972195241,0.8850345827212179,0.8713299556743473
122,0.44186787429169605,0.6128848735862367,0.7772113874792345,0.9039552209028822,0.8946029153524611,0.8842262696143827,0.8705630826163092
123,0.44220922558769316,0.6128166033270372,0.7761645768381767,0.9050833713621853,0.8954767654557111,0.8850142947251005,0.8704833377125254
124,0.44179960403249663,0.6133627654006326,0.7755956580115149,0.9049431387534156,0.8953211471215092,0.8849612979908232,0.8741320930765778
125,0.4430057119450197,0.6144095760416903,0.7768927929363039,0.9050019620341349,0.895439875700389,0.8850635026630324,0.8740676167447985
126,0.44330154973488384,0.6129986573515691,0.7753908472339167,0.9055849400202242,0.8959060783080671,0.885443856129105,0.8709530639137425
127,0.44259609038982317,0.6135903329312974,0.7773251712445668,0.9052906285553106,0.895650624659833,0.8851961961220989,0.8719073497877966
128,0.44116241494663544,0.6131807113761009,0.7766197118995062,0.9038730360490737,0.8945207471115357,0.8842203818001639,0.8738568649914324
129,0.4401838745647771,0.6090389823180029,0.7673804701545184,0.9037414720124065,0.894262211883352,0.8844003010265052,0.8630618570420635
130,0.4404114420954418,0.6107002252918553,0.7713629019411511,0.9038211905003485,0.8944016153692734,0.884191821474225,0.8665389531256334
131,0.44710192749698474,0.6164349270646065,0.7750039824317866,0.9039613371030918,0.8944916351321464,0.8845069154651569,0.8525830810362621
132,0.41772295928816877,0.5731515827321758,0.7394351773888902,0.8943109358225731,0.8858899621850607,0.8751745758899551,0.8439588437111971
133,0.4306715517829916,0.5917438499874837,0.7463304735680313,0.9025603307548429,0.8928684077440391,0.8823725673803899,0.8462808161187577
134,0.4311039300912546,0.5880572559907152,0.7431900416448581,0.9032092399188026,0.8934328481497654,0.8820922410028328,0.843336985183073
135,0.4334706324101677,0.5918803905058826,0.7490840406890745,0.9029060025314177,0.8931088290890485,0.8821124516707808,0.8497748248478053
136,0.4313314976219193,0.5870104453496575,0.7395034476480896,0.9037321769156293,0.8938950010908462,0.882709284841245,0.8340207422750298
137,0.42855517374780966,0.5827776892792936,0.7385249072662312,0.9018384281617964,0.8923425527165558,0.8814619694172192,0.8349583198322256
138,0.43087636256058987,0.5860546617208656,0.739526204401156,0.9026594849422311,0.8931915452534995,0.8825460017495997,0.8388826888262284
139,0.4269622010331566,0.5815943381198371,0.7374780966251735,0.8990814974475776,0.8902280369246554,0.879783701707899,0.839059030898884
140,0.43269690280590767,0.5861456887331316,0.7381380424641012,0.9044098393690292,0.8946746395763098,0.8839373591460434,0.836718835871195
141,0.43768063172746513,0.5962724438477118,0.7541587966228979,0.9030827462250287,0.8933188537181574,0.882606718013729,0.8454196205874451
142,0.42871447101927496,0.5797055276153198,0.7361809617003846,0.9007456465826782,0.8912488222412154,0.8801384495641146,0.8431626062795108
143,0.4285324169947432,0.5795917438499875,0.7290808547436451,0.9024645192748275,0.8929136465274515,0.8814374497507481,0.828823912818693
144,0.43779441549279746,0.5957945520333159,0.7526568509205107,0.9017899339917346,0.8919067851041491,0.8805627354161037,0.8352221687831759
145,0.42778144414354957,0.5827549325262271,0.7339052863937373,0.9004076558573405,0.8913487103699328,0.8806146372406383,0.831187936218216
146,0.42814555219261313,0.5846892565368773,0.7370912318230435,0.9019666933603553,0.8923706983179133,0.8811855610263251,0.8361936876360919
147,0.43053501126459276,0.5853036888696721,0.7384111235008989,0.9041487740503009,0.8938219025790972,0.8829792624068488,0.8284538948129837
148,0.42778144414354957,0.5820949866872994,0.7316978813462895,0.9034626974625473,0.8933572808881403,0.8827875918994035,0.8237923366277955
149,0.42823657920487906,0.5829825000568919,0.733017773024145,0.9006876190811655,0.8912915135912561,0.8807344156336038,0.8394878011619089
150,0.42507339052863935,0.5805475274787794,0.7339735566529367,0.9002096577140194,0.8910216956466315,0.8801602595729526,0.8395450928049148
151,0.4292378763398038,0.5843023917347473,0.7339052863937373,0.9028462935089491,0.8929400004554979,0.8825088644305944,0.8334881575298956
152,0.42557403909610175,0.5805475274787794,0.734997610540928,0.8999936047763207,0.8906159553857036,0.8800140951096712,0.8374064410972937
153,0.4321734974853788,0.5835969323896867,0.7315840975809571,0.9033187737950795,0.8934451212685225,0.8835338028516745,0.8298542133727103
154,0.4269622010331566,0.5838244999203513,0.738320096488633,0.9010755736717224,0.8918468294955325,0.8809795545805897,0.840343953104026
155,0.4269849577862231,0.5835514188835537,0.7404592312768814,0.8996870550749249,0.8906081855132664,0.8800171591299552,0.8471300221480751
156,0.4283731197232779,0.5855995266595362,0.7434176091755228,0.9001984252080123,0.8910789359514131,0.8802033728419737,0.8482193092044136
157,0.4294426871174021,0.5864870400291287,0.7459663655189678,0.901350096333737,0.8919201904377589,0.8809789627105227,0.8473153484536669
158,0.4288510115376738,0.5858953644494004,0.7443278792981818,0.9018079235421254,0.8924415064691295,0.8813151198087114,0.8394653287570444
159,0.42798625492114784,0.581685365132103,0.7386159342784971,0.898493491739233,0.8896421005491415,0.8785842442226262,0.8407043333222796
160,0.43174111917711583,0.5880117424845823,0.7414377716587397,0.9034118116284626,0.8928816538544287,0.8825917742596826,0.8397043469571752
161,0.4354732266800173,0.5871697426211229,0.7506770134037276,0.90031323523343,0.8908018499231479,0.8790643508091062,0.8415513176548135
162,0.42821382245181255,0.5815943381198371,0.737978745192636,0.8993281969909359,0.8904339804054492,0.8797842488198089,0.8458156459326497
163,0.42773593063741666,0.5809343922809094,0.7374780966251735,0.9029129110502293,0.8929252276479065,0.881651501058292,0.8338437826105319
164,0.4238445258630499,0.576724392963612,0.7361582049473181,0.8997128063875565,0.8903685729855544,0.8790809241798213,0.8424607857062479
165,0.4262794984411624,0.5807978517625105,0.7421887445099333,0.8987671385320513,0.8898161074648152,0.8788224141209848,0.8502339713454885
166,0.4294654438704686,0.5857588239310015,0.7451698791616412,0.902450623818346,0.8926733689201564,0.881404521441138,0.8400270764728316
167,0.43570079421068203,0.5918576337528162,0.7538174453269008,0.9024269211471636,0.8923843129866953,0.8809470296550671,0.8399767222808188
168,0.42932890335206975,0.5849395808206085,0.7447830143595112,0.9020622611867009,0.8924161878195512,0.8811627599600301,0.8413637186040407
169,0.4332203081264365,0.5900598502605648,0.7503811756138634,0.9016390289139333,0.8919911254161157,0.8808843425691325,0.8431369572540077
170,0.4322645244976447,0.5881482830029812,0.745351933186173,0.9033912541111699,0.8934935545449206,0.8824078999790402,0.8396488562386268
171,0.43570079421068203,0.5920624445304145,0.7537036615615684,0.9025606760855996,0.8929645174833419,0.8819030011787858,0.8469757175824427
172,0.4330837676080377,0.5880344992376487,0.743326582163257,0.9024669012638422,0.892714967344313,0.8820470625678579,0.8483986150772754
173,0.43269690280590767,0.5891723368909724,0.7427121498304622,0.9028537256354434,0.8931039624315553,0.8820190667286304,0.8294511882832141
174,0.4312177138565869,0.5879434722253829,0.7484923651093462,0.9028745937463906,0.8930605829893493,0.8816246261979122,0.8469167238410759
175,0.4325831190405753,0.589536444940036,0.7471952301845572,0.9035625860972021,0.893512260358555,0.8824142249420771,0.8422261485838808
176,0.43312928111417065,0.5916983364813508,0.7462394465557655,0.9039125932422761,0.8938775097572227,0.8833257456171396,0.8426041115881728
177,0.4312632273627199,0.5886034180643106,0.7484240948501468,0.9021459814300135,0.8925690290606717,0.8813638960585365,0.8526509758853198
178,0.4345629565573584,0.5928816876408074,0.7505404728853288,0.9038497069445207,0.8938073133946052,0.8831244423161696,0.8478322006752532
179,0.43046674100539334,0.5830962838222242,0.7438499874837858,0.9027369393977648,0.893128087924847,0.8816869311266203,0.8392277165745674
180,0.42939717361126917,0.5818674191566348,0.7444189063104476,0.900880323415692,0.8917729798949916,0.8804730690018869,0.851332398855613
181,0.43442641603895954,0.5933368227021368,0.7527478779327765,0.9029894196704847,0.8931219869282669,0.8823495648343203,0.8550053822318131
182,0.43417609175522837,0.594884281910657,0.7525430671551783,0.9042524604728573,0.8942290197370133,0.8833072004831638,0.8485601508341082
183,0.43417609175522837,0.5902191475320301,0.7512914457365223,0.9038122647964725,0.8941074203156387,0.882870971452392,0.8495185920177295
184,0.43119495710352046,0.5864642832760621,0.748242040825615,0.9025505490352872,0.8930501565932112,0.8815888783213887,0.8548673889007707
185,0.4332203081264365,0.5908108231117584,0.7506542566506611,0.9023355099120988,0.892894251964542,0.8819420426816634,0.8553750978554706
186,0.43399403773069656,0.5915390392098855,0.7510638782058576,0.9031389660985202,0.8936264565727053,0.8825813855535067,0.8529786437051956
187,0.4314225246341852,0.5886034180643106,0.751996905081583,0.9030156866048716,0.8932120064383398,0.8812671158089698,0.8491534660538637
188,0.4323327947568441,0.5859636347085998,0.7482192840725486,0.9015016965292408,0.8920954508431608,0.8805335276474632,0.8527001325141794
189,0.43312928111417065,0.585827094190201,0.7476731219989532,0.9008345308797774,0.8917175004379873,0.8802905179379285,0.8461039935760322
190,0.4327424163120406,0.5912204446669549,0.7579591743849987,0.9022670245099107,0.8927010952344124,0.8809691314130396,0.8562399474468447
191,0.435313929408552,0.591561795962952,0.7575723095828687,0.903248175794812,0.8935900772597214,0.8818647803425297,0.8528742647275788
192,0.4366793345925403,0.5963179573538447,0.75820949866873,0.9041552595876797,0.8940709335401194,0.8827754508533886,0.8487866346309196
193,0.4334251189040348,0.589149580137906,0.7546822019434267,0.9014561663626826,0.8921202533812695,0.880514295109657,0.8570885177229428
194,0.43442641603895954,0.5895819584461689,0.7520196618346494,0.9021303904224753,0.8927471558799595,0.8813088310776431,0.8553583367498432
195,0.43071706528912457,0.5835514188835537,0.7435541496939216,0.9007370959338131,0.8916048686564538,0.8803939115822728,0.8485360221731695
196,0.4331520378672371,0.5876021209293858,0.7542725803882302,0.9029763614723443,0.8933327553529824,0.8815403724279304,0.85092019527171
197,0.4341305782490954,0.591083904148556,0.7518603645631842,0.9030176031476486,0.8933418923136803,0.882139553230272,0.8437780921522131
198,0.4337437134469654,0.5912659581730879,0.7559565801151492,0.9032206407052237,0.8934162538558216,0.8817944863343498,0.8522943404064858
199,0.43515463213708666,0.594451903602394,0.7603941469631113,0.9035584949677976,0.8937709872631301,0.881925244236934,0.8506678475135115
200,0.43517738889015317,0.5950435791821223,0.75859636347086,0.9041067602478235,0.8942323897473397,0.8825625843336115,0.8475055325562917
201,0.43285620007737297,0.5887854720888424,0.7525203104021119,0.9018368923305145,0.8925631366674742,0.8810914556252448,0.8556809069539899
202,0.4393646314543841,0.5990942812279544,0.7676763079443825,0.9030243413478456,0.8933799174347518,0.8811475910901999,0.8510267696004862
203,0.4346994970757572,0.5918803905058826,0.7549780397332908,0.9041002953492085,0.8941845374196715,0.882697185696118,0.850958622390055
204,0.4343581457797601,0.5948160116514576,0.7583687959401952,0.9046221572719649,0.8944350478537285,0.8831874695404397,0.8455192789573159
205,0.43162733541178344,0.5863732562637963,0.7502446350954646,0.9013625783083763,0.8922695686827093,0.880823261954001,0.8498034697353594
206,0.4329244703365724,0.5933595794552033,0.7564117151764786,0.9039364639493874,0.8940531124428379,0.8825952656701322,0.8491673871207053
207,0.43269690280590767,0.5920169310242814,0.7546822019434267,0.9027826021309331,0.893149923314567,0.8819419332805158,0.8572775636300878
208,0.4339257674714972,0.5933140659490704,0.7578909041257993,0.9034505078543575,0.8938564612690131,0.8824263460814025,0.8492516575530898
209,0.4349043078533555,0.5938602280226657,0.7592107958036547,0.9039874606203864,0.894162123116819,0.8826169839400648,0.8536269430603549
210,0.4406845231322395,0.6001638486220786,0.7644903625150763,0.9030410043220699,0.8931028507462314,0.8819535716340138,0.8539060268411065
211,0.4352911726554855,0.5949753089229228,0.7583915526932618,0.9038120971972108,0.893916313289502,0.8826322603728293,0.8526871130723147
212,0.43394852422456365,0.594497417108527,0.7570261475092733,0.904536998807015,0.894424102001891,0.8831625448284112,0.8465638431988167
213,0.4364517670618756,0.5933368227021368,0.7562751746580798,0.9013962656820954,0.8920570517887537,0.8808428582939019,0.8493108820212119
214,0.43290171358350593,0.5920852012834809,0.7556379855722185,0.9032868519024427,0.8937117974354568,0.8822653297229666,0.8499290043392371
215,0.43306101085497123,0.5938374712695993,0.7564117151764786,0.9042068254599657,0.894201472099185,0.8831521677904604,0.8517432168562241
