epoch,r1_rec,r2_rec,r3_rec,r1_ndcg,r2_ndcg,r3_ndcg,AUC,time
0,0.08333333333333333,0.20833333333333334,0.2916666666666667,0.4415801103577823,0.4938863189719271,0.5244963944343184,0.5901360544217686,1.2116758823394775
1,0.08333333333333333,0.16666666666666666,0.2916666666666667,0.48247555939075504,0.5026113131657364,0.5417220433127118,0.6006235827664398,1.242957353591919
2,0.08333333333333333,0.16666666666666666,0.2916666666666667,0.5249810332008933,0.528678286493703,0.5555539049006621,0.594671201814059,1.234875202178955
3,0.08333333333333333,0.125,0.2916666666666667,0.5249810332008933,0.525055657170304,0.5503436527759512,0.584750566893424,1.2320730686187744
4,0.08333333333333333,0.125,0.2916666666666667,0.5249810332008933,0.525055657170304,0.5414261202128274,0.58078231292517,1.2315220832824707
5,0.08333333333333333,0.125,0.2916666666666667,0.48247555939075504,0.49252364065947335,0.5162149633532277,0.5759637188208616,1.2771453857421875
6,0.08333333333333333,0.125,0.2916666666666667,0.48247555939075504,0.48938345726480115,0.5110191463374056,0.5705782312925171,1.1853833198547363
7,0.08333333333333333,0.125,0.2916666666666667,0.5012658353418871,0.5037647948359515,0.5152233040283087,0.5609410430839002,1.166977882385254
8,0.08333333333333333,0.125,0.2916666666666667,0.5012658353418871,0.5037647948359515,0.511882814617275,0.5518707482993197,1.2932078838348389
9,0.08333333333333333,0.125,0.20833333333333334,0.5012658353418871,0.5009688205435894,0.49596443489679426,0.5476190476190477,1.2093093395233154
