epoch,r1_rec,r2_rec,r3_rec,r1_ndcg,r2_ndcg,r3_ndcg,AUC,time
0,0.378672371026102,0.5399039665020595,0.7302186923969688,0.8892936575838114,0.8798765498042707,0.8688856355132969,0.8532302160303562,211.63107752799988
1,0.41688095942470926,0.5806840679971782,0.7590514985321895,0.9053161250750822,0.894229372609399,0.882389602184388,0.8736715517911382,254.54407334327698
2,0.4291923628336709,0.5938374712695993,0.7656054434153335,0.9082913924465634,0.8972922927447053,0.8855750717262664,0.8734588100579556,297.1821298599243
3,0.43003436269713036,0.594838768404524,0.7641717679721457,0.9079617021660508,0.8973938630406743,0.885501896634365,0.8701643324044056,255.18824791908264
4,0.43574630771681494,0.5995721730423503,0.7685638213139749,0.9070785438009675,0.896953333358438,0.8855281311663733,0.869478676274396,256.0989043712616
5,0.4374530641968004,0.6033953075575177,0.7745716041235237,0.9077974262060222,0.8974432202708383,0.8857668120652458,0.8704900547364625,294.943416595459
6,0.4357235509637485,0.6036456318412489,0.7758232255421796,0.9037826501032408,0.8943600856887546,0.8833521446408538,0.8784579669305412,253.74074602127075
7,0.4378854425050634,0.6064219557153585,0.7758004687891131,0.9069499486329982,0.8968989378739427,0.8856483767161019,0.8755486614102738,299.0182032585144
8,0.4372254966661357,0.6085838472566735,0.7796691168104135,0.904578751719979,0.8949652956349167,0.8842586483709609,0.8813369347668802,260.247519493103
9,0.43636074004960973,0.6030539562615206,0.7773706847506998,0.9039629568796523,0.8946065299175177,0.8834763413796204,0.8809828726674062,296.9453525543213
10,0.4387729558746558,0.6108822793163872,0.7846983592381039,0.9070538835620157,0.89693362155144,0.8856557569733562,0.8836419999451189,260.3422544002533
11,0.43900052340532053,0.6107002252918553,0.7855631158546299,0.905063348095412,0.8954804049524797,0.8846303205060364,0.880519590656882,258.5596351623535
12,0.44311949571035203,0.6139999544864939,0.7879980884327424,0.907168356824274,0.8972541111887662,0.8863645474945838,0.8806870120351655,300.05899477005005
13,0.44225473909382607,0.613476549165965,0.7836515485970462,0.9063033991392402,0.8965864662355949,0.8858664891527059,0.8778247075435843,256.46944522857666
14,0.44143549598343307,0.6139316842272945,0.7864051157180894,0.9065031278369233,0.8966119016334464,0.8857427631397811,0.8806446235611582,298.9715824127197
15,0.43809025328266166,0.6097444416630635,0.7858134401383611,0.9045119694109898,0.8948964677499617,0.8842654405443677,0.8805781482251355,254.8439176082611
16,0.44136722572423365,0.6105409280203901,0.7817627380925289,0.905155615129757,0.8955759335410072,0.885029525491757,0.8785645093325017,255.9491856098175
17,0.4402521448239765,0.610631955032656,0.7869740345447511,0.9068784673077082,0.8968330193679457,0.8856922449065708,0.8860286244844882,295.3249764442444
18,0.44245954987142433,0.6139999544864939,0.788703547777803,0.9057243660031107,0.8961831361585334,0.8852034826853121,0.8834309581798417,255.28431367874146
19,0.442778144414355,0.6133627654006326,0.7894090071228637,0.9078674071155199,0.8977501215912237,0.8864419683625113,0.8873446426429323,294.7006938457489
20,0.44494003595566983,0.6162301162870082,0.7870878183100836,0.9085632472919251,0.8983762439230207,0.8874599635981109,0.8761846781908736,254.57006001472473
21,0.44496279270873634,0.6178458457547277,0.7908426825660515,0.9078241756807984,0.8977901840432968,0.8869044284578653,0.8820595505969732,298.1576235294342
22,0.4446441981658057,0.6166852513483376,0.7907971690599185,0.9085675133799138,0.8983891304630767,0.8872225717137648,0.8865668589482132,254.744891166687
23,0.4448262521903375,0.6158204947318117,0.7892497098513984,0.9087499250778294,0.8985451768216028,0.887479497596716,0.8769988941780864,253.95933747291565
24,0.4450765764740687,0.6162301162870082,0.7885442505063378,0.9081035640366041,0.8980776638299484,0.8869725197802638,0.8806213969152801,296.5924093723297
25,0.44334706324101675,0.6157522244726122,0.7876339803836788,0.9082057755277974,0.8981884291460986,0.887248740218121,0.8858824114312158,255.5255308151245
26,0.44539517101699927,0.6162983865462076,0.7885214937532713,0.909248882565305,0.8989390366896501,0.8878422450198397,0.8866653430774094,298.1116635799408
27,0.44575927906606283,0.6162073595339417,0.7885214937532713,0.9090889392709007,0.8989047146401339,0.8876821146951313,0.8854205997345714,257.75073075294495
28,0.44648749516418995,0.6198939535307102,0.792458412033771,0.908317895732598,0.8982568238403665,0.8875566526270903,0.8872174249347484,258.8081703186035
29,0.44605511685592697,0.6177093052363288,0.7905468447761873,0.9099331831982302,0.8996022816672785,0.8884365658485177,0.8834401904982387,298.7090263366699
30,0.44457592790660627,0.6157977379787452,0.7861775481874246,0.9092311849916555,0.8990295592413312,0.8878953486009735,0.87588969754149,256.19480419158936
31,0.44362014427781443,0.6186423321120542,0.791252304121248,0.9068805007107384,0.8971224887019632,0.8864045814249144,0.887648855438176,294.33235478401184
32,0.44648749516418995,0.6183464943221901,0.7905923582823203,0.9096305317170347,0.8992676771336592,0.8882081296863041,0.8793592300379004,253.10164046287537
33,0.44651025191725646,0.6195070887285802,0.7936645199462941,0.9095987259102889,0.8993540799396859,0.8881722948309907,0.8884286346113861,290.33895444869995
34,0.44484900894340396,0.6182554673099242,0.791639168923378,0.9082480222804197,0.8982512514505582,0.8873772945495734,0.8829645592914328,252.16695380210876
35,0.44512208998020164,0.6156384407072799,0.7882484127164736,0.9095326798084021,0.8992909620236926,0.8881579696455234,0.8842746266695163,254.78906202316284
36,0.4448262521903375,0.616366656805407,0.7909337095783173,0.9074795179975093,0.8976701906753675,0.8869322694879322,0.8837278832143087,297.68434739112854
37,0.4437111712900803,0.6138634139680951,0.7874291696060806,0.9083162168182521,0.8982523133204472,0.8868733050422437,0.8845911176658858,254.64970517158508
38,0.44742052203991534,0.6198029265184444,0.7914116013927133,0.9103103507649751,0.899842766021008,0.8889109310769483,0.876579947569696,297.758882522583
39,0.44946862981589786,0.6222834126026898,0.7930500876134993,0.910017149588038,0.8997766564314233,0.8889122338865576,0.8847017847933847,252.40363764762878
40,0.44500830621486925,0.6160025487563434,0.787065061557017,0.9093881338105575,0.8991549940698735,0.8877827883921636,0.8698347410613997,256.26118540763855
41,0.4475570625583142,0.6203263318389732,0.7931411146257652,0.9106298057163159,0.900277164900895,0.8889735193534247,0.8892065267792619,297.9286127090454
42,0.4463737113988576,0.6191202239264502,0.7913205743804475,0.9101022163480659,0.899697407732324,0.888401633326715,0.8754241961521776,256.72624158859253
43,0.44792117060737774,0.6195526022347132,0.7909109528252509,0.9090147978556326,0.8989951617099486,0.8880152446852125,0.8812784659125652,292.88013529777527
44,0.44468971167193866,0.6181871970507248,0.7905923582823203,0.9072473174414872,0.8974048987701646,0.8867489263404453,0.884477238975289,259.5888183116913
45,0.44808046787884304,0.6201897913205744,0.7920487904785746,0.9104004845169799,0.9000597866951519,0.8889451632149512,0.8797480192558508,298.36464738845825
46,0.44698814373165235,0.6188471428896525,0.7921170607377739,0.908714151821371,0.8987414093352648,0.8877784181259342,0.8799471393411114,260.3423810005188
47,0.4486949002116378,0.6190974671733837,0.7920943039847075,0.9102958782966075,0.8999763007583674,0.8889170777677399,0.8781879044481387,257.23404121398926
48,0.4493548460505655,0.6227157909109529,0.7906151150353867,0.909795365425059,0.8996371460214856,0.8887480093998007,0.8840387806040664,301.3896746635437
49,0.449377602803632,0.6246501149216029,0.7932321416380311,0.9099204271231415,0.8996887988372101,0.8888712034966505,0.8849614974288225,261.6957290172577
50,0.44830803540950775,0.6211228181962998,0.7925266822929704,0.9100155938952198,0.8998322161852325,0.8889743211139266,0.88170732775514,298.6104075908661
51,0.4497189540996291,0.6233074664906811,0.7935734929340281,0.9100084048054683,0.8998439926132027,0.8890318815215185,0.8806807093021707,259.2541220188141
52,0.4487859272239037,0.6217372505290945,0.7948933846118835,0.9087750963258674,0.898859067389991,0.8882235847182799,0.8874249497017238,261.16565132141113
53,0.4508567917529527,0.6247638986869354,0.7946430603281524,0.9100042690641063,0.8999103071393819,0.8890338842672948,0.8860538430906061,302.2672452926636
54,0.45028787292629086,0.62383087181121,0.7959857087590743,0.9096893124355762,0.8996049508528349,0.8888259858171603,0.8843551442232438,263.8637971878052
55,0.44980998111189496,0.62305714220695,0.7949844116241495,0.9093110614480017,0.8993835543929194,0.8886586267316615,0.885763276691068,302.40700507164
56,0.4506519809753544,0.6245818446624035,0.7915481419111121,0.9098070285638259,0.8997715326512046,0.8890587102604297,0.8810037624969254,264.17518424987793
